Id,PostTypeId,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"44890","1","2019-02-01 04:59:28","1","13","<prediction><linear-algebra>","0",""
"44893","1","2019-02-01 06:18:21","1","451","<clustering><k-means><features>","1",""
"44895","1","2019-02-01 07:00:14","1","184","<machine-learning><deep-learning><lstm><rnn><data-science-model>","1",""
"44896","1","2019-02-01 08:06:31","2","86","<machine-learning><optimization><machine-learning-model>","1",""
"44897","1","2019-02-01 08:17:46","2","2557","<clustering><k-means>","2","1"
"44899","1","2019-02-01 08:50:33","2","484","<python><time-series><pandas><forecasting>","1",""
"44904","1","2019-02-01 10:26:58","1","327","<loss-function><gan><game>","0",""
"44910","1","2019-02-01 12:15:54","7","214","<gan>","1","3"
"44913","1","2019-02-01 13:15:31","1","35","<machine-learning>","3",""
"44915","1","2019-02-01 13:30:06","0","47","<nlp>","1",""
"44923","1","2019-02-01 15:50:27","1","472","<dataset><prediction><marketing>","4","1"
"44925","1","2019-02-01 16:33:45","-1","41","<machine-learning><neural-network><deep-learning><nlp><natural-language-process>","1",""
"44928","1","2019-02-01 17:05:44","0","170","<python><keras><tensorflow>","1",""
"44930","1","2019-02-01 17:12:31","1","17","<text-generation><state-of-the-art>","0",""
"44933","1","2019-02-01 18:34:56","3","232","<deep-learning><cnn><convnet>","1",""
"44936","1","2019-02-01 18:49:09","2","1919","<neural-network><keras><multilabel-classification>","1",""
"44938","1","2019-02-01 19:09:41","1","17","<machine-learning><python><scikit-learn><predictive-modeling><sql>","0",""
"44940","1","2019-02-01 20:29:22","1","95","<python><pandas>","1",""
"44941","1","2019-02-01 20:39:46","2","387","<python><scikit-learn><random-forest><apache-spark><pyspark>","0",""
"44944","1","2019-02-01 21:54:18","1","104","<machine-learning><algorithms><boosting>","2",""
"44947","1","2019-02-01 23:10:17","2","59","<predictive-modeling><machine-learning-model>","2",""
"44948","1","2019-02-01 23:21:38","1","104","<linear-regression><gradient-descent>","1","1"
"44949","1","2019-02-02 00:03:59","1","34","<terminology>","1",""
"44950","1","2019-02-02 03:23:13","1","540","<machine-learning><scikit-learn><cross-validation>","0","1"
"44952","1","2019-02-02 03:56:58","1","68","<neural-network><ann>","0","1"
"44953","1","2019-02-02 05:42:13","1","76","<machine-learning><linear-algebra>","0",""
"44961","1","2019-02-02 08:36:54","0","25","<machine-learning><time-series><rnn><forecast><forecasting>","1",""
"44966","1","2019-02-02 11:53:50","1","124","<neural-network><keras><time-series><recurrent-neural-net><sequence-to-sequence>","0",""
"55536","1","2019-07-12 03:20:03","0","523","<python><deep-learning><keras><tensorflow><object-detection>","1",""
"55537","1","2019-07-12 03:23:53","2","71","<regression>","3","1"
"55538","1","2019-07-12 05:20:30","0","2972","<python><time-series><pandas>","1",""
"55543","1","2019-07-12 06:19:51","0","224","<machine-learning>","3",""
"55544","1","2019-07-12 06:45:44","0","24","<python><aggregation>","1","1"
"55545","1","2019-07-12 06:52:03","5","3145","<neural-network><keras><tensorflow><cnn><convolution>","2",""
"55554","1","2019-07-12 08:36:22","3","69","<data-science-model><class-imbalance><smote><weka>","2",""
"55555","1","2019-07-12 08:45:36","4","48","<machine-learning><classification><feature-selection>","1","1"
"55556","1","2019-07-12 08:48:02","1","888","<machine-learning><scikit-learn><logistic-regression>","1","0"
"55558","1","2019-07-12 09:05:31","0","55","<python><pandas>","3",""
"55563","1","2019-07-12 10:05:43","0","533","<deep-learning><keras><image-classification><object-detection>","1","1"
"55566","1","2019-07-12 10:23:18","4","1462","<time-series><labels><audio-recognition>","2",""
"55580","1","2019-07-12 16:49:49","-1","167","<machine-learning><beginner>","1",""
"55581","1","2019-07-12 17:16:32","1","46","<r><clustering>","0",""
"55587","1","2019-07-12 20:43:11","1","41","<regression><xgboost><cost-function>","2",""
"55592","1","2019-07-12 21:47:57","4","490","<machine-learning><svm><optimization><linear-algebra>","1","2"
"55597","1","2019-07-13 03:23:16","0","68","<data><logistic-regression>","2",""
"55598","1","2019-07-13 03:29:45","0","291","<machine-learning><python><pandas><data-science-model><dataframe>","1",""
"55605","1","2019-07-13 05:19:34","0","33","<reinforcement-learning><policy-gradients>","0",""
"55609","1","2019-07-13 08:32:56","0","24","<neural-network><deep-learning><activation-function><deep-network>","1",""
"55611","1","2019-07-13 09:14:18","2","59","<machine-learning><python><scikit-learn><recommender-system><k-nn>","1",""
"55613","1","2019-07-13 13:19:06","0","88","<neural-network><regression><gradient-descent><activation-function><parameter>","1",""
"55616","1","2019-07-13 14:58:06","1","45","<machine-learning><statistics>","1",""
"55618","1","2019-07-13 17:12:30","2","451","<nlp><pytorch><spacy><allennlp>","1",""
"55619","1","2019-07-13 17:40:07","0","62","<nlp><natural-language-process>","1",""
"55625","1","2019-07-13 22:18:30","0","41","<linear-regression><mse>","1",""
"55633","1","2019-07-14 08:00:34","0","484","<machine-learning><classification><machine-learning-model><mlp><error-handling>","1","0"
"55635","1","2019-07-14 08:49:07","1","21","<python><time-series>","0","1"
"55637","1","2019-07-14 10:48:18","2","59","<predictive-modeling><linear-regression><lasso>","0","0"
"55638","1","2019-07-14 11:40:40","0","56","<python><pandas><linear-regression>","2","1"
"55639","1","2019-07-14 11:45:43","1","33","<machine-learning><dataset><machine-learning-model>","0",""
"55640","1","2019-07-14 12:48:14","1","201","<python>","0",""
"55645","1","2019-07-14 14:05:51","1","102","<python><logistic-regression>","0","1"
"55646","1","2019-07-14 14:06:13","0","26","<machine-learning><multiclass-classification><loss-function><metric>","0",""
"55647","1","2019-07-14 14:37:51","6","754","<machine-learning><neural-network><deep-learning><machine-translation>","1","1"
"55648","1","2019-07-14 14:43:53","3","1257","<machine-learning><python><feature-engineering><dimensionality-reduction><kaggle>","1","2"
"55649","1","2019-07-14 16:25:55","0","80","<machine-learning><deep-learning><math><deep-network><mathematics>","2",""
"55654","1","2019-07-14 19:00:57","0","332","<python><classification><scikit-learn><regression><decision-trees>","2","1"
"55656","1","2019-07-14 19:33:16","3","935","<linear-regression><gradient-descent><supervised-learning>","2","4"
"55657","1","2019-07-14 20:05:46","2","232","<pca><kernel>","1",""
"55663","1","2019-07-15 01:11:00","0","25","<feature-engineering><feature-construction><features>","0",""
"55664","1","2019-07-15 01:53:50","2","94","<machine-learning><neural-network><deep-learning><cost-function>","2",""
"64226","1","2019-12-04 20:13:51","1","117","<neural-network><cross-validation><training><accuracy>","2",""
"64228","1","2019-12-04 21:29:37","1","46","<classification><dataset>","0",""
"64232","1","2019-12-04 23:43:14","2","36","<clustering><preprocessing><outlier><noise>","1",""
"64233","1","2019-12-05 00:03:56","5","58","<classification><multiclass-classification><text>","2",""
"64235","1","2019-12-05 01:58:30","1","67","<python><time-series>","1",""
"64238","1","2019-12-05 05:06:05","2","24","<python><statistics><data><distribution><descriptive-statistics>","1",""
"64240","1","2019-12-05 06:11:16","1","128","<neural-network><tensorflow><data-cleaning><bigdata><preprocessing>","2",""
"64248","1","2019-12-05 08:13:04","0","40","<cnn><loss-function><pytorch>","1",""
"64253","1","2019-12-05 09:07:28","0","55","<machine-learning><data-mining><dataset><data><data-cleaning>","2",""
"64254","1","2019-12-05 10:34:50","1","104","<sequence-to-sequence><bert><machine-translation><transformer><attention-mechanism>","0",""
"64257","1","2019-12-05 11:02:44","0","16","<logistic-regression>","0",""
"64260","1","2019-12-05 11:33:17","10","9405","<correlation><pearsons-correlation-coefficient><spearmans-rank-correlation><kendalls-tau-coefficient>","1","8"
"64262","1","2019-12-05 11:53:58","1","16","<loss-function><softmax>","0",""
"64264","1","2019-12-05 13:10:58","0","67","<keras><loss-function>","0",""
"64265","1","2019-12-05 13:18:57","0","146","<classification><pandas><dataframe><groupby>","1",""
"64273","1","2019-12-05 14:01:23","3","53","<predictive-modeling>","1",""
"64278","1","2019-12-05 15:14:15","4","4166","<machine-learning><neural-network><cnn>","3","1"
"64279","1","2019-12-05 15:27:50","0","147","<pca><orange>","0","1"
"64280","1","2019-12-05 15:49:05","1","47","<recommender-system><aws>","1",""
"64285","1","2019-12-05 17:25:30","2","21","<deep-learning><classification><ensemble-modeling><distribution>","0",""
"64286","1","2019-12-05 17:35:06","1","305","<machine-learning><neural-network><cnn><image-classification>","1",""
"64289","1","2019-12-05 18:47:32","1","61","<image-classification><decision-trees>","2",""
"64290","1","2019-12-05 18:49:45","2","132","<machine-learning><python><time-series><unsupervised-learning><anomaly-detection>","1","1"
"64291","1","2019-12-05 18:50:35","0","259","<keras><tensorflow><machine-learning-model><audio-recognition>","0",""
"64294","1","2019-12-05 19:16:41","2","187","<machine-learning><neural-network><cnn><overfitting><regularization>","2",""
"64297","1","2019-12-05 21:13:20","1","32","<time-series><variance>","0",""
"64298","1","2019-12-05 21:35:21","1","15","<tableau>","0",""
"64302","1","2019-12-05 22:37:13","11","368","<feature-scaling>","6","6"
"64304","1","2019-12-06 00:22:55","1","11","<efficiency>","0",""
"64305","1","2019-12-06 00:59:07","1","405","<python><xgboost><lime>","0",""
"64307","1","2019-12-06 02:02:43","0","38","<regression><data><correlation><data-analysis><excel>","0",""
"64309","1","2019-12-06 03:01:30","1","35","<python>","0",""
"74112","1","2020-05-13 11:53:07","1","13","<classification><statistics>","0",""
"74113","1","2020-05-13 12:17:20","1","18","<classification><data-mining><data-cleaning><xgboost><outlier>","0",""
"74115","1","2020-05-13 12:22:22","3","335","<nlp><bert><transformer><language-model>","1",""
"74117","1","2020-05-13 12:29:10","0","20","<machine-learning>","0",""
"74118","1","2020-05-13 12:39:29","1","58","<machine-learning><regression><data-augmentation><ensemble-learning>","1",""
"74120","1","2020-05-13 12:49:32","0","3","<keras><tensorflow><sequence>","0",""
"74121","1","2020-05-13 13:52:22","0","15","<machine-learning><data-science-model>","0","1"
"74125","1","2020-05-13 14:57:30","0","983","<python><pandas><dataframe>","2",""
"74126","1","2020-05-13 15:43:30","2","44","<python><markov-hidden-model>","1",""
"74129","1","2020-05-13 16:29:37","0","11","<regression><statistics><mathematics><ridge-regression>","0",""
"74131","1","2020-05-13 16:45:58","0","11","<classification><statistics><prediction><survival-analysis>","0",""
"74132","1","2020-05-13 16:52:03","0","13","<neural-network><regression>","0","1"
"74134","1","2020-05-13 17:23:21","1","17","<naive-bayes-classifier><naive-bayes-algorithim>","1",""
"74135","1","2020-05-13 17:31:13","0","18","<deep-learning>","1",""
"74138","1","2020-05-13 18:39:21","0","6","<scikit-learn><clustering><statistics><numpy><scipy>","0",""
"74139","1","2020-05-13 18:39:50","1","11","<machine-learning><python><keras><tensorflow><training>","0",""
"74140","1","2020-05-13 18:45:10","0","18","<machine-learning><neural-network><image-classification>","0",""
"74141","1","2020-05-13 18:47:07","1","64","<deep-learning><object-detection>","1",""
"74144","1","2020-05-13 19:23:39","1","55","<machine-learning><deep-learning><nlp><named-entity-recognition><ner>","1",""
"74145","1","2020-05-13 19:30:06","0","14","<classification><decision-trees>","0",""
"74146","1","2020-05-13 19:37:32","1","800","<python><tensorflow>","2",""
"74148","1","2020-05-13 20:06:08","1","15","<classification><nlp>","0","1"
"74149","1","2020-05-13 20:20:56","1","6","<parameter-estimation><parameter>","0",""
"74151","1","2020-05-13 21:28:54","4","33","<scikit-learn><regression><pandas><data-analysis><geospatial>","1","1"
"74152","1","2020-05-13 21:29:46","0","6","<preprocessing><difference>","0",""
"74155","1","2020-05-13 22:28:35","0","28","<python><tensorflow>","1",""
"74157","1","2020-05-13 22:42:53","0","27","<feature-selection><feature-extraction><correlation><kendalls-tau-coefficient>","0",""
"74160","1","2020-05-13 23:39:30","0","20","<deep-learning><keras><visualization><activation-function>","2",""
"74161","1","2020-05-13 23:42:36","1","29","<machine-learning><feature-selection><pca><weka>","1",""
"74162","1","2020-05-14 01:23:44","0","42","<neural-network><cnn><training><hyperparameter-tuning><finetuning>","1",""
"74163","1","2020-05-14 02:30:39","7","258","<machine-learning><neural-network><deep-learning><activation-function>","1",""
"74164","1","2020-05-14 02:38:22","0","31","<keras><tensorflow><word-embeddings><mlp>","0",""
"74168","1","2020-05-14 04:11:56","0","28","<deep-learning><keras><tensorflow><cnn><image-classification>","0",""
"74171","1","2020-05-14 06:07:34","1","21","<machine-learning><feature-selection><decision-trees><machine-learning-model>","2",""
"74172","1","2020-05-14 06:11:15","0","57","<apache-spark><pyspark><azure-ml><pickle>","0",""
"74173","1","2020-05-14 06:20:45","0","26","<neural-network><svm><overfitting><bias>","1",""
"74176","1","2020-05-14 08:20:36","0","21","<machine-learning><scikit-learn><decision-trees>","1",""
"74177","1","2020-05-14 08:21:00","0","67","<machine-learning><python><recommender-system><k-nn>","0",""
"74185","1","2020-05-14 11:15:22","0","4","<estimation><estimation-updating>","0",""
"74187","1","2020-05-14 11:47:10","0","62","<plotly>","0",""
"74188","1","2020-05-14 12:22:13","2","31","<machine-learning><scikit-learn>","1",""
"44967","1","2019-02-02 13:26:24","1","24","<feature-selection>","0",""
"44969","1","2019-02-02 17:20:12","0","95","<python><keras><tensorflow>","1",""
"44971","1","2019-02-02 19:00:35","1","628","<gpu><epochs>","1",""
"44973","1","2019-02-02 19:34:25","1","106","<machine-learning><python><predictive-modeling>","2",""
"44975","1","2019-02-02 20:24:01","1","28","<nlp><cross-validation><multilabel-classification><randomized-algorithms>","0",""
"44980","1","2019-02-02 23:43:53","0","1862","<classification><predictive-modeling><logistic-regression><xgboost>","3",""
"44981","1","2019-02-03 03:12:52","2","211","<deep-learning><nlp><text-generation>","1","1"
"44986","1","2019-02-03 09:46:38","2","730","<time-series><lstm><prediction>","2","1"
"44987","1","2019-02-03 10:39:54","0","36","<time-series><rnn><linear-regression>","1",""
"44990","1","2019-02-03 11:42:30","1","21","<machine-learning><deep-learning><statistics>","1",""
"44992","1","2019-02-03 12:10:15","2","31","<similarity><cosine-distance><jaccard-coefficient>","1",""
"44995","1","2019-02-03 14:22:25","3","8779","<python><visualization><matplotlib>","1",""
"44996","1","2019-02-03 14:23:41","1","505","<matlab><image-preprocessing>","0",""
"44999","1","2019-02-03 16:29:55","1","107","<python><numpy><scipy><matrix>","1",""
"45001","1","2019-02-03 17:27:30","0","47","<r><data-imputation>","1",""
"45003","1","2019-02-03 19:47:09","-1","518","<dataset><image-classification>","1",""
"45004","1","2019-02-03 20:15:48","1","106","<machine-learning><classification><data-mining><xgboost><prediction>","2",""
"45008","1","2019-02-04 00:12:21","1","19","<visualization><svm><supervised-learning>","0",""
"45011","1","2019-02-04 01:02:42","0","157","<pandas>","1",""
"45015","1","2019-02-04 03:44:27","4","1652","<neural-network><deep-learning><tensorflow>","1","2"
"45018","1","2019-02-04 05:48:02","1","160","<random-forest><multiclass-classification><unbalanced-classes><sampling>","0",""
"45019","1","2019-02-04 05:55:38","2","159","<tensorflow><pytorch>","0","1"
"45023","1","2019-02-04 09:05:24","1","80","<nlp><natural-language-process>","0","1"
"45027","1","2019-02-04 11:03:58","1","275","<deep-learning><cnn><convolution>","0","2"
"45028","1","2019-02-04 11:18:01","4","731","<scikit-learn><logistic-regression>","1",""
"45033","1","2019-02-04 12:10:56","3","582","<natural-language-process>","2",""
"45036","1","2019-02-04 13:39:51","0","60","<deep-learning><lstm>","1",""
"45039","1","2019-02-04 14:46:24","5","430","<deep-learning><cnn><training><gan>","2","2"
"45041","1","2019-02-04 16:08:30","0","1007","<machine-learning><python><classification><scikit-learn>","1",""
"45046","1","2019-02-04 16:32:21","9","2653","<machine-learning><scikit-learn><cross-validation><sampling><class-imbalance>","1","4"
"45052","1","2019-02-04 21:25:49","1","24","<autoencoder><hyperparameter><generative-models><hyperparameter-tuning>","0",""
"45054","1","2019-02-04 22:45:45","0","1441","<scikit-learn><outlier>","3",""
"45057","1","2019-02-05 01:21:37","0","52","<reinforcement-learning><policy-gradients><actor-critic>","2",""
"45061","1","2019-02-05 03:04:19","1","52","<machine-learning><time-series><clustering><similarity>","0",""
"45067","1","2019-02-05 06:11:55","1","124","<machine-learning><python><naive-bayes-classifier><tfidf>","0",""
"45068","1","2019-02-05 06:35:04","2","233","<machine-learning><neural-network><deep-learning><supervised-learning><performance>","0",""
"45070","1","2019-02-05 07:28:04","4","110","<neural-network><lstm><recurrent-neural-net>","0","1"
"45074","1","2019-02-05 10:02:16","3","6918","<python><pandas>","2",""
"45075","1","2019-02-05 10:02:24","1","6386","<python><pandas>","1",""
"45083","1","2019-02-05 11:20:29","1","563","<r><dataframe><programming><dplyr>","1",""
"45084","1","2019-02-05 11:57:00","1","128","<loss-function>","1",""
"45086","1","2019-02-05 12:03:37","2","369","<keras><tensorflow>","1",""
"45089","1","2019-02-05 12:44:40","1","136","<pandas>","4",""
"64310","1","2019-12-06 03:01:57","0","77","<time-series><supervised-learning>","1","1"
"64312","1","2019-12-06 04:08:43","4","39","<dataset><deep-network>","1","2"
"64314","1","2019-12-06 06:02:30","1","867","<python><metric>","1",""
"64315","1","2019-12-06 06:07:37","0","40","<deep-learning><image-classification><computer-vision>","2",""
"64317","1","2019-12-06 06:28:12","1","25","<machine-learning><neural-network><backpropagation><numpy>","0",""
"64323","1","2019-12-06 10:59:04","3","5717","<nlp><bert>","2",""
"64325","1","2019-12-06 11:33:12","3","85","<machine-learning><xgboost><boosting>","0",""
"64326","1","2019-12-06 11:50:33","1","1925","<keras><tensorflow><sequence-to-sequence><bert><machine-translation>","1","1"
"64332","1","2019-12-06 13:48:21","1","722","<python><tsne>","2",""
"64338","1","2019-12-06 15:44:04","2","74","<machine-learning><neural-network><keras><lstm>","0",""
"64339","1","2019-12-06 15:56:46","1","17","<python><topic-model><lda>","0",""
"64340","1","2019-12-06 16:16:56","4","291","<machine-learning><neural-network><cnn><interpretation>","1",""
"64343","1","2019-12-06 16:44:25","2","33","<machine-learning><unsupervised-learning><supervised-learning><semi-supervised-learning>","1",""
"64345","1","2019-12-06 17:13:23","2","60","<deep-learning><cnn><model-selection>","3","1"
"64346","1","2019-12-06 17:32:44","1","8","<variance>","0",""
"64349","1","2019-12-06 18:10:06","0","153","<xgboost><recommender-system>","0",""
"64351","1","2019-12-06 18:27:50","1","61","<machine-learning><neural-network><cnn><image-classification>","1",""
"64353","1","2019-12-06 19:08:04","4","93","<clustering><k-means>","2",""
"64355","1","2019-12-06 20:13:09","1","294","<machine-learning><nlp><sentiment-analysis><nltk><classifier>","2",""
"64358","1","2019-12-06 22:27:22","5","74","<machine-learning><recommender-system><evaluation><information-retrieval><cosine-distance>","1",""
"64363","1","2019-12-07 06:47:28","0","170","<machine-learning><python><neural-network><keras><tensorflow>","2","2"
"64364","1","2019-12-07 08:12:22","2","25","<regression><computer-vision><objective-function>","0",""
"64365","1","2019-12-07 10:14:02","0","39","<dataset><cross-validation><matlab>","1",""
"64373","1","2019-12-07 14:08:10","1","53","<dataset><class-imbalance><smote>","1",""
"64374","1","2019-12-07 14:35:18","0","27","<machine-learning><python><dataset>","1",""
"64376","1","2019-12-07 15:07:22","1","60","<machine-learning><scikit-learn><svm><metric><auc>","0",""
"64377","1","2019-12-07 15:28:30","0","18","<machine-learning><linear-regression>","1",""
"64378","1","2019-12-07 15:36:35","0","266","<r><regression><predictive-modeling><logistic-regression><data-science-model>","2",""
"64381","1","2019-12-07 15:43:47","4","48","<evaluation><information-retrieval><ranking>","1","1"
"64383","1","2019-12-07 16:23:28","1","82","<python><scikit-learn><visualization><decision-trees>","2","1"
"64388","1","2019-12-07 20:44:59","3","182","<multiclass-classification>","1",""
"64389","1","2019-12-07 23:30:07","0","52","<machine-learning><regression>","1",""
"64392","1","2019-12-08 02:18:00","3","464","<python><scikit-learn><linear-regression><multilabel-classification>","0","1"
"64393","1","2019-12-08 04:34:18","1","40","<python><scikit-learn><random-forest><hyperparameter-tuning><grid-search>","1",""
"64394","1","2019-12-08 04:35:46","2","843","<machine-learning><r><feature-selection><linear-regression><collinearity>","1","3"
"64396","1","2019-12-08 06:20:18","1","84","<machine-learning><classification>","0",""
"55669","1","2019-07-15 05:07:57","0","34","<machine-learning><regression><random-forest><xgboost><bias>","0",""
"55670","1","2019-07-15 05:16:06","1","297","<machine-learning><feature-selection><categorical-data>","1",""
"55672","1","2019-07-15 05:26:11","0","244","<machine-learning><supervised-learning>","1","1"
"55675","1","2019-07-15 06:53:52","2","99","<neural-network><deep-learning><cnn><recurrent-neural-net>","1","3"
"55676","1","2019-07-15 07:42:18","0","21","<machine-learning><algorithms>","0",""
"55677","1","2019-07-15 07:55:47","1","3386","<deep-learning><keras><cnn><convnet>","0",""
"55680","1","2019-07-15 09:24:53","0","39","<neural-network><classification>","1",""
"55686","1","2019-07-15 10:11:23","1","69","<machine-learning><classification><categorical-data>","0",""
"55688","1","2019-07-15 10:18:22","0","25","<machine-learning><deep-learning><encoding>","0","1"
"55689","1","2019-07-15 10:37:12","0","34","<deep-learning><gpu>","0",""
"55694","1","2019-07-15 12:48:51","1","283","<time-series><matplotlib>","0",""
"55699","1","2019-07-15 14:19:18","1","90","<machine-learning><python><regression><feature-selection><logistic-regression>","2","1"
"55706","1","2019-07-15 16:06:29","1","237","<dataset><lstm><training><forecasting>","1","0"
"55716","1","2019-07-15 18:37:23","0","70","<machine-learning><time-series><k-nn><markov-process>","2",""
"55721","1","2019-07-15 19:41:52","2","23","<excel>","1",""
"55731","1","2019-07-15 22:36:45","0","29","<machine-learning><sentiment-analysis><transfer-learning><semi-supervised-learning>","0","2"
"55737","1","2019-07-16 02:05:00","0","1257","<python><keras><cnn><object-detection>","1",""
"55745","1","2019-07-16 04:41:11","0","597","<deep-learning><multiclass-classification><pytorch>","1",""
"55748","1","2019-07-16 06:47:09","0","27","<machine-learning><deep-learning>","1",""
"55749","1","2019-07-16 06:49:44","1","44","<deep-learning><tensorflow><multilabel-classification>","0",""
"55750","1","2019-07-16 06:54:12","1","87","<nlp><stanford-nlp>","1",""
"55752","1","2019-07-16 06:59:23","0","188","<deep-learning><classification><keras><lstm>","1",""
"55759","1","2019-07-16 09:20:24","2","171","<machine-learning><deep-learning><computer-vision>","1",""
"55761","1","2019-07-16 09:41:58","0","40","<pandas><anomaly-detection>","1",""
"55763","1","2019-07-16 10:16:58","1","31","<nlp><machine-translation>","1",""
"55765","1","2019-07-16 10:28:19","0","41","<machine-learning><deep-learning><image-classification>","1","1"
"55766","1","2019-07-16 10:35:07","0","24","<dataset><data><data-cleaning><image-classification>","0",""
"55767","1","2019-07-16 10:43:27","1","361","<machine-learning><neural-network><keras><evaluation><metric>","0","1"
"74191","1","2020-05-14 13:22:03","0","9","<time-series><lstm><forecasting>","0",""
"74192","1","2020-05-14 13:33:28","1","24","<machine-learning><regularization>","1",""
"74195","1","2020-05-14 14:15:44","0","44","<time-series><pandas><gaussian>","0",""
"74196","1","2020-05-14 14:31:48","1","29","<neural-network><classification><weight-initialization>","2",""
"74201","1","2020-05-14 15:54:24","0","8","<visualization><generative-models>","0",""
"74202","1","2020-05-14 15:54:49","1","17","<neural-network><deep-learning><tensorflow><statistics>","0",""
"74205","1","2020-05-14 16:29:02","1","15","<probability>","0",""
"74206","1","2020-05-14 17:17:59","0","50","<machine-learning><deep-learning>","2",""
"74208","1","2020-05-14 18:47:36","1","35","<natural-language-process><overfitting><duplicate-records><fasttext>","0",""
"74210","1","2020-05-14 19:18:46","1","74","<tfidf><search-engine>","1",""
"74211","1","2020-05-14 19:46:57","0","17","<data><google>","0",""
"74213","1","2020-05-14 20:06:24","0","13","<distribution>","0",""
"74216","1","2020-05-14 20:43:14","0","9","<tools><annotation><time>","0",""
"74218","1","2020-05-14 21:31:06","0","9","<lstm><word-embeddings><autoencoder><attention-mechanism><speech-to-text>","0",""
"74219","1","2020-05-14 22:02:36","1","19","<machine-learning><data-cleaning><labels>","0",""
"74220","1","2020-05-15 03:26:16","0","13","<information-retrieval>","0",""
"74221","1","2020-05-15 04:46:52","0","13","<neural-network><deep-learning><visualization><autoencoder><tools>","0",""
"74222","1","2020-05-15 04:57:41","1","26","<machine-learning><scikit-learn><regression><cross-validation>","2",""
"74223","1","2020-05-15 05:20:00","1","44","<machine-learning><neural-network><machine-learning-model><computer-vision>","1",""
"74226","1","2020-05-15 07:30:55","1","17","<machine-learning><time-series><image-classification>","0",""
"74227","1","2020-05-15 07:53:15","2","74","<classification><cross-validation><metric><confusion-matrix><grid-search>","2",""
"74228","1","2020-05-15 08:17:22","1","32","<nlp><named-entity-recognition><spacy>","1",""
"74231","1","2020-05-15 09:55:24","1","21","<r><regression>","1",""
"74232","1","2020-05-15 10:04:10","1","22","<association-rules>","1",""
"74233","1","2020-05-15 10:13:16","0","17","<machine-learning><deep-learning>","1",""
"74234","1","2020-05-15 10:31:07","0","13","<machine-learning><classification><algorithms><confusion-matrix><matrix>","0",""
"74236","1","2020-05-15 12:38:29","1","56","<keras><tensorflow><aws><sagemaker>","1",""
"74237","1","2020-05-15 13:10:25","0","24","<machine-learning><python><deep-learning><keras><regression>","0",""
"74239","1","2020-05-15 13:34:05","0","18","<time-series>","0",""
"74241","1","2020-05-15 13:43:49","0","10","<machine-learning><decision-trees>","0",""
"74247","1","2020-05-15 14:11:11","0","108","<tensorflow>","1",""
"74248","1","2020-05-15 14:38:58","2","132","<anaconda><google><colab><pip>","0",""
"74250","1","2020-05-15 15:15:17","0","163","<machine-learning><nlp><bert><ner>","0","1"
"74253","1","2020-05-15 17:17:12","7","710","<machine-learning><scikit-learn><cross-validation><parallel><elastic-net>","3",""
"74258","1","2020-05-15 19:32:07","1","43","<machine-learning><python><scikit-learn><random-forest>","1","0"
"74263","1","2020-05-15 21:23:59","0","14","<deep-learning><mnist>","0",""
"74266","1","2020-05-15 21:44:29","0","20","<python><cross-validation><svr>","0",""
"74268","1","2020-05-16 00:42:01","0","31","<machine-learning><python><scikit-learn><python-3.x>","0",""
"74270","1","2020-05-16 02:44:03","0","17","<python><decision-trees>","1",""
"74272","1","2020-05-16 04:52:08","0","35","<machine-learning><normalization><finance>","0",""
"74274","1","2020-05-16 05:16:51","0","112","<machine-learning><r><cross-validation><k-nn>","2",""
"74276","1","2020-05-16 08:02:44","0","21","<feature-selection><feature-engineering><feature-extraction><feature-construction>","1",""
"74277","1","2020-05-16 08:25:35","0","35","<python><pandas><dataframe>","2","1"
"74279","1","2020-05-16 09:17:21","0","548","<time-series><lstm><rnn><forecasting>","2",""
"45093","1","2019-02-05 14:00:29","1","30","<neural-network><deep-learning><keras><tensorflow>","0",""
"45098","1","2019-02-05 15:06:04","1","26","<neural-network><training>","0",""
"45102","1","2019-02-05 15:45:10","3","187","<python><pandas><numpy><jupyter>","1",""
"45103","1","2019-02-05 16:19:07","2","64","<neural-network><deep-learning>","2","0"
"45104","1","2019-02-05 16:19:40","0","367","<tensorflow>","1",""
"45107","1","2019-02-05 16:44:46","1","21","<predictive-modeling>","0","1"
"45114","1","2019-02-05 18:48:48","1","34","<predictive-modeling><unsupervised-learning><supervised-learning>","1",""
"45116","1","2019-02-05 19:36:40","1","409","<neural-network><tensorflow><object-detection>","0",""
"45117","1","2019-02-05 19:37:02","1","380","<python><neural-network><rnn><pytorch>","0",""
"45118","1","2019-02-05 20:38:56","4","10907","<python><r>","1",""
"45119","1","2019-02-05 20:55:27","1","27","<classification>","1",""
"45121","1","2019-02-05 20:57:25","2","67","<machine-learning><python><r><machine-learning-model><azure-ml>","1",""
"45124","1","2019-02-05 21:52:45","6","1747","<python><pytorch>","2","1"
"45128","1","2019-02-06 03:26:47","2","197","<machine-learning><sampling>","1",""
"45129","1","2019-02-06 03:57:30","1","2492","<python><time-series><lstm><matlab>","1",""
"45133","1","2019-02-06 05:13:53","1","189","<python><data-mining><data-cleaning>","2",""
"45136","1","2019-02-06 05:55:24","1","19","<python><data-mining><data-cleaning>","1",""
"45137","1","2019-02-06 06:31:51","1","125","<machine-learning><time-series><correlation><similarity>","1",""
"45139","1","2019-02-06 07:31:29","0","37","<python><map-reduce>","1",""
